"id";"itemTime";"trial.";"condition";"value";"access";"observation";"answer";"RT";"language";"comments";"engagement";"difficulty"
"f0a3392d304d00ab2529980a7282a3a85c702e3b8a8d350725ce3967e4f7a58b";"1,48762E+12";8;"none";107;10;7;"certainly";3771;"English";NA;10;0
"f0a3392d304d00ab2529980a7282a3a85c702e3b8a8d350725ce3967e4f7a58b";"1,48762E+12";9;"none";102;10;2;"probablyNot";5692;"English";NA;10;0
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";1;"none";105;10;5;"possibly";12951;"English";NA;8;6
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";2;"high";22;2;2;"probably";6377;"English";NA;8;6
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";3;"low";82;8;2;"probablyNot";2605;"English";NA;8;6
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";4;"low";80;8;0;"certainlyNot";3486;"English";NA;8;6
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";5;"high";43;4;3;"possibly";4746;"English";NA;8;6
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";6;"low";84;8;4;"possibly";4178;"English";NA;8;6
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";7;"high";20;2;0;"probablyNot";3903;"English";NA;8;6
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";8;"none";103;10;3;"certainlyNot";8105;"English";NA;8;6
"500c36a8fa682cfe0ea33626cd679b1c0e9db3a75e1a0b6d26d223560255a50f";"1,48762E+12";9;"none";107;10;7;"probably";4916;"English";NA;8;6
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";1;"none";103;10;3;"possibly";11233;"english ";NA;8;2
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";2;"low";84;8;4;"possibly";8896;"english ";NA;8;2
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";3;"none";102;10;2;"probablyNot";3892;"english ";NA;8;2
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";4;"high";42;4;2;"possibly";4153;"english ";NA;8;2
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";5;"high";20;2;0;"certainlyNot";3396;"english ";NA;8;2
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";6;"high";43;4;3;"probably";5254;"english ";NA;8;2
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";7;"low";80;8;0;"certainlyNot";3313;"english ";NA;8;2
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";8;"low";86;8;6;"probably";5486;"english ";NA;8;2
"d74e57578142225d419f2edac637e1d043ad1494675e9149831eef5d422333cb";"1,48771E+12";9;"none";108;10;8;"probably";3926;"english ";NA;8;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";1;"low";84;8;4;"possibly";13393;"English";"no";9;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";2;"low";86;8;6;"probably";4708;"English";"no";9;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";3;"none";103;10;3;"probablyNot";8142;"English";"no";9;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";4;"high";42;4;2;"possibly";3732;"English";"no";9;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";5;"high";22;2;2;"possibly";5092;"English";"no";9;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";6;"none";108;10;8;"probably";8859;"English";"no";9;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";7;"low";80;8;0;"probablyNot";4545;"English";"no";9;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";8;"high";41;4;1;"possibly";5645;"English";"no";9;2
"58b21e06a6a8b60a06cf97a9a3387acc81cebfcfd2ae0096e5f9b8c33ce75e4e";"1,48762E+12";9;"none";102;10;2;"probablyNot";3081;"English";"no";9;2
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";1;"low";86;8;6;"probably";8915;"English";"None";8;1
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";2;"none";103;10;3;"probablyNot";7999;"English";"None";8;1
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";3;"none";107;10;7;"probably";5106;"English";"None";8;1
"52119bc0e26da989a7050c41d2ae9d1933df9d8a270183ac0ef39fd556e0b20b";"1,48771E+12";4;"high";22;2;2;"possibly";6960;"English";"None";8;1
