"id","itemTime","trialnumber","value","access","observation","answer1","answer2","RT","language","comments","engagement","difficulty"
"44f51f86802d362fc9fbcf8717a1c951c8e35a443cd2a9541fcbbe0ef913029c",1456259914640,9,20,2,0,"might_be","unlikely",22833,"English",NA,"8",2
"44f51f86802d362fc9fbcf8717a1c951c8e35a443cd2a9541fcbbe0ef913029c",1456259921234,10,107,10,7,"is","likely",6582,"English",NA,"8",2
"44f51f86802d362fc9fbcf8717a1c951c8e35a443cd2a9541fcbbe0ef913029c",1456259929753,11,80,8,0,"is_probably","unlikely",8511,"English",NA,"8",2
"44f51f86802d362fc9fbcf8717a1c951c8e35a443cd2a9541fcbbe0ef913029c",1456259938849,12,84,8,4,"is","possible",9089,"English",NA,"8",2
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169527715,1,107,10,7,"is","probable",18724,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169547091,2,105,10,5,"is","possible",19370,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169562507,3,20,2,0,"might_be","possible",15398,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169578195,4,84,8,4,"might_be","possible",15671,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169585924,5,108,10,8,"is","probable",7722,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169594179,6,102,10,2,"is","unlikely",8250,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169605203,7,86,8,6,"is_probably","likely",11018,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169614195,8,43,4,3,"is","probable",8986,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169623404,9,88,8,8,"is_certainly","likely",9202,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169628221,10,22,2,2,"is","possible",4810,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169633309,11,42,4,2,"is","possible",5082,"English",NA,"8",1
"a53fda334a6cf8ae64bd36d02ece3e03119c9fff5b94b79bb9d14c7bb8fee906",1456169642484,12,82,8,2,"is_probably","unlikely",9169,"English",NA,"8",1
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456170934510,1,86,8,6,"might_be","possible",26178,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456170943596,2,82,8,2,"is_probably","unlikely",9080,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456170954493,3,42,4,2,"is","possible",10893,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456170967372,4,80,8,0,"is_certainly","unlikely",12875,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456170975834,5,105,10,5,"is","possible",8458,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456170986719,6,88,8,8,"is_certainly","likely",10881,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456170997507,7,20,2,0,"is_certainly","unlikely",10784,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456171010489,8,103,10,3,"might_be","possible",12978,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456171020739,9,107,10,7,"might_be","probable",10247,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456171026289,10,102,10,2,"might_be","unlikely",5547,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456171039692,11,22,2,2,"is_certainly","likely",13399,"English",NA,"6",0
"5763b653d9e5f9d5d9a52b055c4107fbbfd82e303691212fddaaba732e44d254",1456171052768,12,41,4,1,"is","unlikely",13062,"English",NA,"6",0
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169650404,1,86,8,6,"is_probably","likely",17068,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169663326,2,103,10,3,"is","unlikely",12920,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169670126,3,43,4,3,"is_probably","likely",6799,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169680425,4,105,10,5,"is","possible",10299,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169687952,5,82,8,2,"is","unlikely",7526,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169701311,6,102,10,2,"is_probably","unlikely",13358,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169708300,7,41,4,1,"is","unlikely",6988,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169717066,8,22,2,2,"might_be","probable",8765,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169724801,9,107,10,7,"is","likely",7734,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169731545,10,80,8,0,"is","unlikely",6742,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169737247,11,42,4,2,"is","possible",5701,"english",NA,"6",3
"443702e035e643f56083811a59dedbef55fc32f7bbff19543875d8730fda6202",1456169744799,12,88,8,8,"is","probable",7551,"english",NA,"6",3
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767769245,1,105,10,5,"is_certainly","likely",22122,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767782187,2,107,10,7,"is_certainly","likely",12937,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767792808,3,84,8,4,"might_be","possible",10616,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767806140,4,80,8,0,"is_certainly","unlikely",13327,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767813920,5,88,8,8,"is_certainly","likely",7775,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767823935,6,102,10,2,"is_probably","unlikely",10007,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767840045,7,82,8,2,"might_be","unlikely",16104,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767856457,8,103,10,3,"is_probably","unlikely",16408,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767866837,9,20,2,0,"might_be","possible",10376,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767880562,10,42,4,2,"is_certainly","unlikely",13716,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767888649,11,108,10,8,"is_certainly","likely",8068,"English",NA,"10",2
"7b4fce2bc4466363ed0190beba67635ee5af14bb0feb0b8ad9036e62fabf4806",1455767898451,12,86,8,6,"is_probably","likely",9797,"English",NA,"10",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267040499,1,20,2,0,"is","probable",4978,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267053988,2,80,8,0,"is_certainly","likely",13487,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267060907,3,88,8,8,"is","unlikely",6916,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267069742,4,86,8,6,"is_probably","unlikely",8832,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267076302,5,43,4,3,"is","probable",6560,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267079862,6,42,4,2,"is","probable",3559,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267088718,7,107,10,7,"is_probably","unlikely",8855,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267092990,8,105,10,5,"is_probably","unlikely",4271,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267100294,9,22,2,2,"is_probably","possible",7303,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267106887,10,102,10,2,"is_certainly","probable",6592,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267110246,11,103,10,3,"is_probably","probable",3358,"english","no","8",2
"31c02b5628f329665e2bb5525e17286e70eb822a85862bc7652d5d3a2715fcbb",1456267117038,12,41,4,1,"is","probable",6791,"english","no","8",2
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261305496,1,108,10,8,"is_certainly","probable",14655,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261314167,2,105,10,5,"is","possible",8670,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261325295,3,82,8,2,"is_certainly","unlikely",11127,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261339745,4,102,10,2,"is","unlikely",14448,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261347095,5,84,8,4,"might_be","possible",7345,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261356360,6,80,8,0,"is_certainly","unlikely",9262,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261362984,7,107,10,7,"is_certainly","probable",6622,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261387560,8,43,4,3,"is_probably","possible",24574,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261392495,9,88,8,8,"is_certainly","probable",4934,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261406616,10,22,2,2,"might_be","possible",14118,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261416504,11,41,4,1,"is","possible",9884,"English",NA,"10",3
"170f202301086558a86dfb978245c575f6b7ddef531930a6ebd1721ab9c1fc55",1456261423248,12,42,4,2,"might_be","probable",6743,"English",NA,"10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169710090,1,41,4,1,"is_probably","unlikely",30415,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169721593,2,107,10,7,"is_certainly","likely",11499,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169738828,3,82,8,2,"is_certainly","unlikely",17234,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169767318,4,105,10,5,"is","possible",28489,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169784559,5,20,2,0,"might_be","possible",17239,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169798813,6,84,8,4,"might_be","possible",14253,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169810270,7,102,10,2,"is_certainly","unlikely",11455,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169825083,8,43,4,3,"might_be","probable",14812,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169839633,9,22,2,2,"is","possible",14548,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169847773,10,42,4,2,"might_be","possible",8139,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169853229,11,108,10,8,"is_certainly","likely",5454,"english","It was fun to do","10",3
"724736cf1c145da796eebc58afb21c3ca298747f256b510e02a0a110213fd0a3",1456169860384,12,80,8,0,"is_certainly","unlikely",7153,"english","It was fun to do","10",3
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189851519,1,107,10,7,"is_probably","likely",13658,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189860175,2,41,4,1,"is_probably","unlikely",8655,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189870311,3,82,8,2,"is_probably","unlikely",10135,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189878007,4,102,10,2,"is_certainly","unlikely",7695,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189884808,5,86,8,6,"is_probably","likely",6799,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189904183,6,108,10,8,"is_certainly","likely",19375,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189910456,7,20,2,0,"might_be","possible",6272,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189913759,8,22,2,2,"might_be","possible",3303,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189920039,9,105,10,5,"might_be","possible",6279,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189924658,10,42,4,2,"might_be","possible",4618,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189932727,11,88,8,8,"is_certainly","likely",8068,"English","None","5",8
"b91beb2df325ba1745b87a8300c4f1a3a2dba129dc730970ade96ac7b0f00a97",1456189937575,12,84,8,4,"is_probably","likely",4845,"English","None","5",8
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260414822,1,88,8,8,"might_be","likely",11547,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260421598,2,107,10,7,"is_probably","possible",6773,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260427655,3,22,2,2,"is_probably","possible",6055,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260435396,4,80,8,0,"might_be","unlikely",7738,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260441697,5,82,8,2,"is_probably","unlikely",6300,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260446626,6,43,4,3,"is_probably","possible",4927,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260452823,7,84,8,4,"is_probably","possible",6195,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260459985,8,20,2,0,"might_be","unlikely",7160,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260465288,9,86,8,6,"is_probably","possible",5301,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260472455,10,102,10,2,"is_probably","unlikely",7164,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260487123,11,108,10,8,"might_be","possible",14665,"english",NA,"10",1
"c3cb269ecad7cc6c1af9b801a603c8c036b89ea14b3471f74f25d2331f585560",1456260491139,12,105,10,5,"might_be","possible",4014,"english",NA,"10",1
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263295908,1,88,8,8,"is_certainly","likely",19830,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263316789,2,80,8,0,"is_certainly","unlikely",20877,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263323739,3,22,2,2,"is","unlikely",6943,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263337898,4,41,4,1,"is","possible",14156,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263344178,5,82,8,2,"is","unlikely",6277,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263350622,6,43,4,3,"is","possible",6440,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263356843,7,84,8,4,"is","possible",6217,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263373020,8,105,10,5,"is","possible",16174,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263385731,9,107,10,7,"is","likely",12708,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263392690,10,20,2,0,"is","possible",6955,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263398708,11,42,4,2,"is","possible",6014,"English","None","10",5
"73e8ba2287af2e2d0306ea83eccc5ba3ca6f32ad95a5420e33438f4ec5445069",1456263406418,12,86,8,6,"is","probable",7707,"English","None","10",5
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261792661,1,43,4,3,"might_be","probable",61656,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261810569,2,88,8,8,"is","probable",17903,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261828637,3,108,10,8,"is","probable",18064,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261848028,4,41,4,1,"might_be","unlikely",19376,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261871809,5,42,4,2,"might_be","likely",23776,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261926021,6,105,10,5,"might_be","likely",54205,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261942588,7,20,2,0,"might_be","unlikely",16561,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261953611,8,107,10,7,"is","probable",11018,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261970130,9,80,8,0,"is","unlikely",16514,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261980786,10,103,10,3,"is","unlikely",10651,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456261992928,11,86,8,6,"is","probable",12138,"English",NA,"9",3
"3b2468f8ffa2214970b4039d8313ada66a600f66811ae5ee50dd0f0547b4bff2",1456262005408,12,22,2,2,"might_be","probable",12476,"English",NA,"9",3
"21417840c239c9a6f15ab5af153fbf57bae678c42cd76325cddd5470fa526aa4",1456268091727,1,108,10,8,"is_certainly","probable",23856,"English","Interesting and quick study. Thanks!","9",1
"21417840c239c9a6f15ab5af153fbf57bae678c42cd76325cddd5470fa526aa4",1456268118974,2,42,4,2,"might_be","possible",27235,"English","Interesting and quick study. Thanks!","9",1
"21417840c239c9a6f15ab5af153fbf57bae678c42cd76325cddd5470fa526aa4",1456268145563,3,105,10,5,"is","possible",26579,"English","Interesting and quick study. Thanks!","9",1
"21417840c239c9a6f15ab5af153fbf57bae678c42cd76325cddd5470fa526aa4",1456268175682,4,41,4,1,"is","unlikely",30106,"English","Interesting and quick study. Thanks!","9",1
